"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
2019,"AK","Alaska","Aleutians East","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.3,7.2,3337,2013,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-161.979848 55.35903757)"
2019,"CA","California","San Francisco","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4,NA,NA,3.7,4.3,881549,6075,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-122.4393922 37.75999356)"
2019,"CA","California","Butte","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,5.1,6.1,219186,6007,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-121.5995887 39.6668772)"
2019,"CA","California","San Benito","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,NA,NA,4.4,5.1,62808,6069,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.0755542 36.60399254)"
2019,"AR","Arkansas","Faulkner","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,6.9,126007,5045,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.33175659 35.14730833)"
2019,"AR","Arkansas","Calhoun","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.3,NA,NA,8.6,10.2,5189,5013,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-92.50254644 33.5579242)"
2019,"AL","Alabama","Clarke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.4,NA,NA,6.9,7.9,23622,1025,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.83050953 31.67753092)"
2019,"CO","Colorado","Elbert","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,NA,NA,4.7,5.8,26729,8039,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-104.1357093 39.28676208)"
2019,"CO","Colorado","Larimer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.2,NA,NA,3.8,4.6,356899,8069,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.4614279 40.66652488)"
2019,"AL","Alabama","Sumter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,8,9.4,12427,1119,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-88.1995063 32.58923369)"
2019,"AL","Alabama","Lee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,NA,NA,5.3,6.2,164542,1081,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.35534328 32.60099295)"
2019,"CA","California","Kern","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.6,6.5,900202,6029,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-118.730066 35.34295136)"
2019,"CA","California","Merced","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.6,6.5,277680,6047,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-120.7175557 37.19191313)"
2019,"AR","Arkansas","Randolph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.9,NA,NA,9,10.8,17958,5121,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.02767458 36.3414338)"
2019,"CA","California","Nevada","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.6,8.2,99755,6057,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-120.7686055 39.30115247)"
2019,"AR","Arkansas","Craighead","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.9,7.1,110332,5031,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.63229859 35.83160874)"
2019,"CO","Colorado","Jackson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,NA,NA,6.1,7.5,1392,8057,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-106.3429878 40.66601351)"
2019,"CA","California","San Joaquin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,NA,NA,5,5.7,762148,6077,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.2718065 37.93484195)"
2019,"AL","Alabama","Elmore","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,NA,NA,6.1,7.3,81209,1051,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.14875636 32.59685888)"
2019,"CA","California","Siskiyou","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5.3,6.3,43539,6093,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-122.5390516 41.59425182)"
2019,"CO","Colorado","Las Animas","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.4,NA,NA,5,5.8,14506,8071,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-104.0386566 37.31576816)"
2019,"AK","Alaska","Skagway","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,NA,NA,4.8,5.8,1183,2230,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-135.3374592 59.55833765)"
2019,"AK","Alaska","Matanuska-Susitna","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,NA,NA,4.9,5.8,108317,2170,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-149.5702635 62.3154278)"
2019,"CA","California","Lassen","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.6,6.6,30573,6035,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-120.5943294 40.67344398)"
2019,"CO","Colorado","Adams","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4,NA,NA,3.7,4.4,517421,8001,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-104.3380626 39.87402122)"
2019,"CO","Colorado","Boulder","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.1,NA,NA,3.7,4.5,326196,8013,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.3580726 40.09251514)"
2019,"AK","Alaska","Aleutians West","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,NA,NA,4.1,4.7,5634,2016,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-107.825461 52.8107872)"
2019,"AL","Alabama","Butler","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,NA,NA,8.8,10.3,19448,1013,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.68030416 31.75259734)"
2019,"CO","Colorado","Kit Carson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,NA,NA,6,7.2,7097,8063,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-102.60233 39.30507096)"
2019,"AL","Alabama","Mobile","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.1,7.1,413210,1097,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.20658862 30.78657016)"
2019,"AL","Alabama","Bibb","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.7,7.8,22394,1007,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.12653219 32.99854412)"
2019,"AK","Alaska","Hoonah-Angoon","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.2,7,2148,2105,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-135.3290871 58.18652895)"
2019,"AL","Alabama","Wilcox","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.8,NA,NA,10.1,11.7,10373,1131,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.30801913 31.98925616)"
2019,"CO","Colorado","Mineral","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.5,NA,NA,4,5,769,8079,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.924145 37.66845124)"
2019,"AR","Arkansas","Clark","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.1,7.1,22320,5019,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.17677056 34.05109731)"
2019,"CA","California","Lake","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.7,6.6,64386,6033,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-122.7541069 39.09956568)"
2019,"CA","California","Santa Barbara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,NA,NA,4.5,5.4,446499,6083,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-120.0166318 34.67363399)"
2019,"AR","Arkansas","Crawford","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7.5,9,63257,5033,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-94.24297668 35.58844941)"
2019,"AR","Arkansas","Washington","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.3,239187,5143,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-94.21583896 35.97881814)"
2019,"AR","Arkansas","Greene","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.6,45325,5055,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.5589908 36.11781055)"
2019,"CO","Colorado","Larimer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,NA,NA,3.9,4.8,356899,8069,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-105.4614279 40.66652488)"
2019,"AL","Alabama","Sumter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.5,NA,NA,7,8,12427,1119,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.1995063 32.58923369)"
2019,"CA","California","San Mateo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,NA,NA,4,4.7,766573,6081,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-122.3273639 37.42322968)"
2019,"AL","Alabama","Cleburne","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.2,7.6,14910,1029,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.51894991 33.67451857)"
2019,"AR","Arkansas","Dallas","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.4,7.3,7009,5039,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.65478384 33.96963779)"
2019,"AZ","Arizona","Yuma","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6.4,7.4,213787,4027,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-113.9054902 32.76937366)"
2019,"AL","Alabama","Elmore","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.5,6.5,81209,1051,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.14875636 32.59685888)"
2019,"AR","Arkansas","Randolph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.7,NA,NA,7,8.4,17958,5121,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-91.02767458 36.3414338)"
2019,"AL","Alabama","Marshall","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.3,7.7,96774,1095,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.30608505 34.36718343)"
2019,"CA","California","Butte","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,NA,NA,5.6,6.7,219186,6007,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.5995887 39.6668772)"
2019,"AL","Alabama","Barbour","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.2,NA,NA,9.5,11,24686,1005,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.39330307 31.86925212)"
2019,"AZ","Arizona","Apache","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.1,NA,NA,9.4,10.8,71887,4001,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-109.48883 35.3954111)"
2019,"AL","Alabama","Lauderdale","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.3,8.8,92729,1077,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.65453895 34.90142261)"
