"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
2020,"CA","California","Stanislaus","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.6,6.4,550081,6099,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-121.0028311 37.5623162)"
2020,"AL","Alabama","Colbert","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,NA,NA,7.9,9.5,55411,1033,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.8014569 34.703112)"
2020,"CO","Colorado","Grand","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5,NA,NA,4.5,5.6,15794,8049,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.1108366 40.1130652)"
2020,"AK","Alaska","Dillingham","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,NA,NA,7.1,8.3,4833,2070,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-158.2671226 59.5433255)"
2020,"AL","Alabama","Cullman","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.2,7.4,84515,1043,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.8692666 34.1319229)"
2020,"CA","California","San Benito","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.4,NA,NA,5,5.8,64055,6069,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-121.0858108 36.6116507)"
2020,"CA","California","Santa Barbara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,NA,NA,5.6,6.7,444766,6083,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-120.0383645 34.5366774)"
2020,"CA","California","Modoc","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,6.9,8763,6049,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-120.7183704 41.5929185)"
2020,"CO","Colorado","Denver","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,NA,NA,3.8,4.5,735538,8031,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-104.8811054 39.7618502)"
2020,"CO","Colorado","Jackson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.4,NA,NA,4.8,5.9,1389,8057,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.3292476 40.6634319)"
2020,"AR","Arkansas","Little River","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,NA,NA,8.5,9.9,12180,5081,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-94.2362871 33.7019411)"
2020,"CA","California","Colusa","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.7,6.6,21558,6011,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-122.2375629 39.1777385)"
2020,"CA","California","Stanislaus","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,NA,NA,5.9,6.8,550081,6099,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.0028311 37.5623162)"
2020,"AZ","Arizona","Graham","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6.1,6.9,39211,4009,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-109.8783103 32.9318277)"
2020,"AR","Arkansas","Poinsett","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.6,NA,NA,7,8.3,23283,5111,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.6811037 35.5688702)"
2020,"AR","Arkansas","Logan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.6,7.8,21410,5083,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.7209102 35.2186538)"
2020,"CO","Colorado","Clear Creek","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.6,NA,NA,4.1,5.1,9586,8019,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.6707833 39.6894025)"
2020,"AL","Alabama","Coffee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.1,7.1,53230,1031,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.9896022 31.402258)"
2020,"AL","Alabama","Winston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.5,NA,NA,6.9,8.2,23508,1133,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.3653458 34.1545665)"
2020,"AL","Alabama","Houston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.2,7.3,106580,1069,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.2964111 31.1581831)"
2020,"AL","Alabama","Pike","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.3,7.3,32966,1109,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.9416076 31.7986533)"
2020,"AK","Alaska","Denali","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,NA,NA,5.2,6.3,2081,2068,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-150.0270164 63.6820386)"
2020,"AK","Alaska","Yukon-Koyukuk","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.8,NA,NA,9.1,10.6,5077,2290,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-151.5778496 65.3757271)"
2020,"CA","California","Glenn","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.9,8.2,28283,6021,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-122.4016998 39.6025462)"
2020,"CO","Colorado","Arapahoe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,NA,NA,4.3,5.2,657452,8005,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-104.3317065 39.6445537)"
2020,"CO","Colorado","Moffat","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.4,6.4,13144,8081,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-108.2171545 40.6108644)"
2020,"AL","Alabama","Marengo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.8,10.1,18733,1091,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.791091 32.2475911)"
2020,"AR","Arkansas","Perry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.4,7.7,10327,5105,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.9268773 34.9463629)"
2020,"AL","Alabama","Randolph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.3,7.4,22920,1111,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.4640637 33.2964614)"
2020,"CO","Colorado","Phillips","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,5.1,6.2,4367,8095,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-102.3451047 40.5947117)"
2020,"AR","Arkansas","Lincoln","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7.7,8.9,12944,5079,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.742355 33.9563846)"
2020,"AR","Arkansas","Baxter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",11,NA,NA,9.9,12.2,42242,5005,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-92.3299488 36.2802684)"
2020,"AL","Alabama","Marion","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.3,NA,NA,6.7,8,29703,1093,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.881551 34.1382194)"
2020,"CO","Colorado","Dolores","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,7,8.6,2096,8033,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-108.5062192 37.7338227)"
2020,"AL","Alabama","Chilton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.7,7.8,44397,1021,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.7266071 32.8540514)"
2020,"CA","California","Glenn","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.9,6.9,28283,6021,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-122.4016998 39.6025462)"
2020,"CA","California","Orange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,NA,NA,5,5.9,3166857,6059,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-117.7772068 33.6756872)"
2020,"AZ","Arizona","Pima","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6.3,7.7,1061175,4019,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-111.7836574 32.128038)"
2020,"AL","Alabama","Monroe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.5,NA,NA,7,8,20459,1099,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.3832656 31.5803324)"
2020,"AR","Arkansas","Faulkner","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.9,7,126919,5045,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.3369277 35.1465478)"
2020,"AL","Alabama","Fayette","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.1,NA,NA,9.2,11,16241,1057,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.7642923 33.7161568)"
2020,"CA","California","San Francisco","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.4,NA,NA,4,4.8,866606,6075,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-123.0322294 37.7272391)"
2020,"AK","Alaska","Aleutians East","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6.1,7,3401,2013,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-161.9974772 55.2450437)"
2020,"CO","Colorado","Custer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,7.7,9.8,5183,8027,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-105.3735123 38.1019955)"
2020,"AL","Alabama","Clarke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.4,NA,NA,6.9,7.9,23291,1025,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.8186244 31.6855211)"
2020,"AK","Alaska","Wrangell","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.7,6.6,2510,2275,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-132.0267878 56.1807793)"
2020,"AL","Alabama","Sumter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,NA,NA,8.4,9.8,12225,1119,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-88.2000571 32.5974811)"
2020,"CO","Colorado","Crowley","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.6,7.7,5696,8025,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-103.7727363 38.3061801)"
2020,"AR","Arkansas","Lawrence","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.5,10.3,16410,5075,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.1011529 36.0410983)"
2020,"AL","Alabama","Lee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,NA,NA,5.5,6.5,166831,1081,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.3530477 32.6040644)"
2020,"AR","Arkansas","Woodruff","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.9,NA,NA,10,11.7,6264,5147,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.2445353 35.1927768)"
2020,"AZ","Arizona","La Paz","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.5,7.6,21480,4012,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-114.038806 33.7276104)"
2020,"CA","California","Madera","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.2,7.1,157761,6039,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-119.7498023 37.2098213)"
2020,"AK","Alaska","Matanuska-Susitna","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,5.1,6.2,110213,2170,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-149.5039935 62.2656263)"
2020,"AR","Arkansas","Phillips","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.7,NA,NA,7.2,8.2,17299,5107,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.8555931 34.4236874)"
2020,"AR","Arkansas","Johnson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.8,NA,NA,7.1,8.4,26513,5071,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.4663223 35.5733586)"
2020,"AR","Arkansas","Desha","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.4,NA,NA,9.7,11.1,11110,5041,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.2441034 33.8287519)"
2020,"AK","Alaska","Kodiak Island","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,NA,NA,4.8,5.5,12992,2150,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-153.9183721 57.7044003)"
2020,"AR","Arkansas","Mississippi","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.8,9,40066,5093,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-90.0522072 35.7669437)"
2020,"AR","Arkansas","Miller","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.6,7.7,43177,5091,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.9015018 33.3055054)"
2020,"CA","California","Tuolumne","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.7,NA,NA,5.2,6.2,54515,6109,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-119.9647335 38.0214344)"
2020,"AL","Alabama","Elmore","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,NA,NA,6.5,7.9,82158,1051,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.1427347 32.597229)"
2020,"CA","California","Nevada","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,NA,NA,7.2,9.1,99606,6057,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-120.7713429 39.2975082)"
2020,"CO","Colorado","Mesa","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6.2,7.6,155603,8077,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-108.4605707 39.019524)"
2020,"CA","California","Alpine","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7.4,8.9,1119,6003,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-119.7983522 38.6217831)"
2020,"AK","Alaska","Aleutians West","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,NA,NA,4.4,4.9,5680,2016,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (178.338813 51.9594469)"
2020,"AL","Alabama","Butler","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.7,10.1,19504,1013,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.6819689 31.751667)"
2020,"CA","California","Santa Clara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,NA,NA,4.1,4.8,1907105,6085,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.6895401 37.2216142)"
2020,"CA","California","Merced","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6,6.9,279252,6047,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-120.7228019 37.1948063)"
2020,"AR","Arkansas","Saline","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.5,6.6,123968,5125,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.674463 34.6485246)"
2020,"AL","Alabama","Mobile","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.3,7.3,412716,1097,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.1965682 30.6845725)"
2020,"AL","Alabama","Bibb","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.7,7.8,22136,1007,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.1271475 33.0158929)"
2020,"AR","Arkansas","Phillips","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.3,NA,NA,9.5,11,17299,5107,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-90.8555931 34.4236874)"
2020,"AR","Arkansas","Lonoke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6.4,7.6,73921,5085,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.894132 34.7551137)"
2020,"AR","Arkansas","Conway","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.8,NA,NA,9,10.7,21037,5029,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-92.6892479 35.265702)"
2020,"AL","Alabama","Wilcox","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.4,NA,NA,9.7,11.1,10206,1131,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.3049349 31.9900824)"
2020,"CA","California","Yuba","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.7,6.6,80160,6115,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-121.3442587 39.27013)"
2020,"AL","Alabama","Sumter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.5,NA,NA,7,8.1,12225,1119,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.2000571 32.5974811)"
2020,"AL","Alabama","Cleburne","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.4,7.7,14967,1029,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.5161261 33.6719637)"
2020,"AR","Arkansas","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.8,NA,NA,8.9,10.6,16644,5087,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.7240531 36.0125452)"
2020,"CA","California","Napa","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.1,NA,NA,4.6,5.5,135965,6055,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-122.3259045 38.5070999)"
2020,"AK","Alaska","Matanuska-Susitna","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,NA,NA,5.4,6.4,110213,2170,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-149.5039935 62.2656263)"
2020,"AL","Alabama","Elmore","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.7,6.8,82158,1051,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.1427347 32.597229)"
2020,"AK","Alaska","Southeast Fairbanks","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6.3,7.5,6957,2240,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-143.2186282 63.8649972)"
2020,"AL","Alabama","Marshall","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.4,7.6,96990,1095,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.3216681 34.3095637)"
2020,"CO","Colorado","Park","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5,NA,NA,4.5,5.5,18955,8093,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.7176479 39.1189141)"
2020,"AL","Alabama","Barbour","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.1,NA,NA,9.4,10.9,24589,1005,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.4051035 31.8702531)"
2020,"AR","Arkansas","Johnson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.6,10.2,26513,5071,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.4663223 35.5733586)"
2020,"AL","Alabama","Lauderdale","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7.4,9,93368,1077,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.6509966 34.9041221)"
