"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
2021,"KY","Kentucky","Fulton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.4,NA,NA,6.4,8.3,6512,21075,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-89.1876586 36.5525115)"
2021,"NE","Nebraska","Grant","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7,9.5,579,31075,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-101.7559645 41.9139574)"
2021,"PA","Pennsylvania","Erie","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5,6.7,269011,42049,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-80.0963858 42.1179519)"
2021,"NE","Nebraska","Box Butte","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.3,8.5,10604,31013,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-103.0817795 42.2103804)"
2021,"OK","Oklahoma","Muskogee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.2,8,66146,40101,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-95.3839106 35.6175506)"
2021,"OH","Ohio","Athens","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,NA,NA,5.4,7.1,62056,39009,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-82.0458853 39.3327548)"
2021,"AR","Arkansas","Pope","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,5.9,7.7,63789,5115,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.0268181 35.456557)"
2021,"MT","Montana","Wheatland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.3,NA,NA,8.1,10.7,2059,30107,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-109.8576843 46.4969673)"
2021,"MN","Minnesota","Wilkin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,NA,NA,6.1,8.2,6395,27167,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-96.476657 46.3623354)"
2021,"KY","Kentucky","Hart","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,NA,NA,7.9,10.3,19460,21099,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.8784426 37.3058265)"
2021,"OK","Oklahoma","Le Flore","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.3,NA,NA,6.4,8.2,48476,40079,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-94.6950743 34.8973562)"
2021,"LA","Louisiana","Avoyelles","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,7.8,10,39236,22009,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.9832748 31.088503)"
2021,"MS","Mississippi","Bolivar","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.3,8.2,30308,28011,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.8841199 33.7991391)"
2021,"GA","Georgia","Glynn","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,4.8,6.3,84739,13127,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-81.4964503 31.2127098)"
2021,"NY","New York","Lewis","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.4,8.4,26573,36049,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.4441402 43.7826811)"
2021,"MN","Minnesota","Lake of the Woods","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,NA,NA,7,9.2,3823,27077,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-94.9046335 48.7681003)"
2021,"ID","Idaho","Twin Falls","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,4.9,6.4,92243,16083,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-114.6656386 42.352309)"
2021,"LA","Louisiana","Franklin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.1,10.6,19668,22041,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.6723711 32.1390764)"
2021,"CT","Connecticut","Tolland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.8,NA,NA,4.1,5.5,150293,9013,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-72.3409779 41.8580807)"
2021,"IA","Iowa","Allamakee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.3,NA,NA,4.6,6.1,13926,19005,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-91.382751 43.2749637)"
2021,"MO","Missouri","Mercer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.6,7.5,3488,29129,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.5676313 40.4214135)"
2021,"MN","Minnesota","Dodge","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.6,NA,NA,4,5.4,20935,27039,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.8693529 44.0207056)"
2021,"GA","Georgia","Douglas","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,NA,NA,4.8,6.3,145814,13097,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-84.7673139 33.7012421)"
2021,"IA","Iowa","Sac","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.5,8.8,9752,19161,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-95.1052244 42.3875259)"
2021,"OK","Oklahoma","Love","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.3,9.5,10216,40085,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-97.2450928 33.9578039)"
2021,"AR","Arkansas","Yell","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,7.9,10.3,20155,5149,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.4083032 34.9977133)"
2021,"CO","Colorado","Pueblo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.2,NA,NA,4.6,5.9,169622,8101,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-104.4846683 38.1627652)"
2021,"CA","California","Santa Barbara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,NA,NA,4.7,6.4,446475,6083,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-120.0383645 34.5366774)"
2021,"KS","Kansas","Douglas","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.2,NA,NA,4.6,6,119363,20045,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-95.2909475 38.8964168)"
2021,"GA","Georgia","Hall","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,NA,NA,5.6,7.5,207369,13139,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-83.8184997 34.3175689)"
2021,"IL","Illinois","St. Clair","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.3,NA,NA,4.6,6,254796,17163,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-89.9285459 38.4701976)"
2021,"KY","Kentucky","Menifee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.6,NA,NA,6.7,8.7,6194,21165,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-83.589355 37.9354855)"
2021,"ID","Idaho","Fremont","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,NA,NA,5.8,7.6,13592,16043,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-111.484429 44.2180909)"
2021,"NE","Nebraska","Arthur","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,NA,NA,6.4,8.7,439,31005,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-101.6959166 41.5719297)"
2021,"ID","Idaho","Owyhee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,6.7,9,12336,16073,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-116.1896903 42.5728508)"
2021,"MA","Massachusetts","Franklin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5,NA,NA,4.3,5.8,71015,25011,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-72.5917921 42.5845038)"
2021,"OH","Ohio","Erie","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.2,9.5,74852,39043,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-82.5868354 41.3941426)"
2021,"OH","Ohio","Defiance","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.6,8.6,38144,39039,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-84.4864334 41.3216789)"
2021,"ND","North Dakota","Foster","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.2,NA,NA,4.4,6,3364,38031,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-98.8728755 47.4714315)"
2021,"OR","Oregon","Wallowa","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.1,NA,NA,4.4,5.9,7545,41063,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-117.1855796 45.593753)"
2021,"IA","Iowa","Clarke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.1,6.8,9785,19039,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-93.7852594 41.0297257)"
2021,"IL","Illinois","Effingham","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.4,NA,NA,4.6,6.1,34430,17049,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.5928488 39.0479445)"
2021,"CA","California","San Benito","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,NA,NA,4.4,5.8,66677,6069,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.0858108 36.6116507)"
2021,"NE","Nebraska","Cass","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.9,NA,NA,4.3,5.6,27017,31025,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-96.1406086 40.9098778)"
2021,"CA","California","Inyo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.3,8.4,18970,6027,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-117.4042092 36.5621604)"
2021,"GA","Georgia","Quitman","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,5.9,7.5,2243,13239,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.0047978 31.8629381)"
2021,"OH","Ohio","Highland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,NA,NA,7.8,10.3,43354,39071,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-83.601359 39.1844221)"
2021,"LA","Louisiana","St. Mary","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,NA,NA,7.6,9.7,48232,22101,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.4638037 29.6293488)"
2021,"NC","North Carolina","Hertford","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,NA,NA,7.7,9.7,21278,37091,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.981616 36.3635174)"
2021,"MN","Minnesota","Douglas","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6,8.1,39238,27041,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-95.462155 45.9368351)"
2021,"MO","Missouri","Benton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",11,NA,NA,9.5,12.6,19908,29015,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.2879421 38.3010358)"
2021,"OH","Ohio","Geauga","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.4,8.9,95565,39055,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-81.1735054 41.4993217)"
2021,"MI","Michigan","Kalamazoo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.4,NA,NA,4.6,6.1,261108,26077,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.5328544 42.2462657)"
2021,"MA","Massachusetts","Hampden","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,4.9,6.4,462718,25013,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-72.6356476 42.1361975)"
2021,"CO","Colorado","Archuleta","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,NA,NA,6.3,8.5,13790,8007,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-107.0508634 37.2023952)"
2021,"GA","Georgia","Montgomery","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.7,7.5,8653,13209,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-82.5333487 32.1721081)"
2021,"ID","Idaho","Boundary","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5.1,6.6,12561,16021,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-116.5246676 48.7731313)"
2021,"NY","New York","Montgomery","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.3,6.9,49558,36057,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.4353575 42.9008912)"
2021,"MS","Mississippi","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.8,NA,NA,4.1,5.5,109813,28089,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.0341603 32.6343703)"
2021,"OK","Oklahoma","Mayes","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6,7.7,39159,40097,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-95.2356382 36.303804)"
2021,"NV","Nevada","White Pine","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5,6.7,9182,32033,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-114.9005649 39.4181759)"
2021,"MS","Mississippi","Webster","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.6,8.8,9983,28155,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-89.2839612 33.6120605)"
2021,"MT","Montana","Treasure","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.4,NA,NA,4.7,6.3,768,30103,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-107.2857723 46.2294408)"
2021,"MI","Michigan","Oscoda","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.4,NA,NA,8.9,11.9,8311,26135,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-84.1269054 44.6872574)"
2021,"OH","Ohio","Clinton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,NA,NA,6.8,9,42004,39027,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-83.8045826 39.4166813)"
